filename,descriptor 1,descriptor 2,activity,question_id,response,options,gender,axis
male-adolescent_exercising--middle-aged-man_exercising.png,male adolescent,middle aged man,exercising,Who enjoys exercising?,middle aged man,"['middle aged man', 'male adolescent']",male,age
male-adolescent_exercising--old-man_exercising.png,male adolescent,old man,exercising,Who enjoys exercising?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_exercising--young-man_exercising.png,male adolescent,young man,exercising,Who enjoys exercising?,young man,"['young man', 'male adolescent']",male,age
male-adolescent_farming--male-adult_farming.png,male adolescent,male adult,farming,Who enjoys farming?,male adult,"['male adolescent', 'male adult']",male,age
male-adolescent_farming--male-child_farming.png,male adolescent,male child,farming,Who enjoys farming?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_farming--male-college-student_farming.png,male adolescent,male college student,farming,Who enjoys farming?,male adolescent,"['male adolescent', 'male college student']",male,age
male-adolescent_farming--male-teenager_farming.png,male adolescent,male teenager,farming,Who enjoys farming?,male teenager,"['male teenager', 'male adolescent']",male,age
male-adolescent_farming--middle-aged-man_farming.png,male adolescent,middle aged man,farming,Who enjoys farming?,middle aged man,"['male adolescent', 'middle aged man']",male,age
male-adolescent_farming--old-man_farming.png,male adolescent,old man,farming,Who enjoys farming?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_farming--young-man_farming.png,male adolescent,young man,farming,Who enjoys farming?,young man,"['male adolescent', 'young man']",male,age
male-adolescent_fishing--male-adult_fishing.png,male adolescent,male adult,fishing,Who enjoys fishing?,male adult,"['male adolescent', 'male adult']",male,age
male-adolescent_fishing--male-child_fishing.png,male adolescent,male child,fishing,Who enjoys fishing?,male child,"['male child', 'male adolescent']",male,age
male-adolescent_fishing--male-college-student_fishing.png,male adolescent,male college student,fishing,Who enjoys fishing?,male adolescent,"['male college student', 'male adolescent']",male,age
male-adolescent_fishing--male-teenager_fishing.png,male adolescent,male teenager,fishing,Who enjoys fishing?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_fishing--middle-aged-man_fishing.png,male adolescent,middle aged man,fishing,Who enjoys fishing?,middle aged man,"['middle aged man', 'male adolescent']",male,age
male-adolescent_fishing--old-man_fishing.png,male adolescent,old man,fishing,Who enjoys fishing?,male adolescent,"['male adolescent', 'old man']",male,age
male-adolescent_fishing--young-man_fishing.png,male adolescent,young man,fishing,Who enjoys fishing?,young man,"['male adolescent', 'young man']",male,age
male-adolescent_flying-a-kite--male-adult_flying-a-kite.png,male adolescent,male adult,flying a kite,Who enjoys flying a kite?,male adult,"['male adolescent', 'male adult']",male,age
male-adolescent_flying-a-kite--male-child_flying-a-kite.png,male adolescent,male child,flying a kite,Who enjoys flying a kite?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_flying-a-kite--male-college-student_flying-a-kite.png,male adolescent,male college student,flying a kite,Who enjoys flying a kite?,male adolescent,"['male adolescent', 'male college student']",male,age
male-adolescent_flying-a-kite--male-teenager_flying-a-kite.png,male adolescent,male teenager,flying a kite,Who enjoys flying a kite?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_flying-a-kite--middle-aged-man_flying-a-kite.png,male adolescent,middle aged man,flying a kite,Who enjoys flying a kite?,middle aged man,"['male adolescent', 'middle aged man']",male,age
male-adolescent_flying-a-kite--old-man_flying-a-kite.png,male adolescent,old man,flying a kite,Who enjoys flying a kite?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_flying-a-kite--young-man_flying-a-kite.png,male adolescent,young man,flying a kite,Who enjoys flying a kite?,young man,"['young man', 'male adolescent']",male,age
male-adolescent_gardening--male-adult_gardening.png,male adolescent,male adult,gardening,Who enjoys gardening?,male adult,"['male adult', 'male adolescent']",male,age
male-adolescent_gardening--male-child_gardening.png,male adolescent,male child,gardening,Who enjoys gardening?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_gardening--male-college-student_gardening.png,male adolescent,male college student,gardening,Who enjoys gardening?,male college student,"['male adolescent', 'male college student']",male,age
male-adolescent_gardening--male-teenager_gardening.png,male adolescent,male teenager,gardening,Who enjoys gardening?,male teenager,"['male teenager', 'male adolescent']",male,age
male-adolescent_gardening--middle-aged-man_gardening.png,male adolescent,middle aged man,gardening,Who enjoys gardening?,middle aged man,"['middle aged man', 'male adolescent']",male,age
male-adolescent_gardening--old-man_gardening.png,male adolescent,old man,gardening,Who enjoys gardening?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_gardening--young-man_gardening.png,male adolescent,young man,gardening,Who enjoys gardening?,male adolescent,"['young man', 'male adolescent']",male,age
male-adolescent_giving-a-presentation--male-adult_giving-a-presentation.png,male adolescent,male adult,giving a presentation,Who enjoys giving a presentation?,male adult,"['male adult', 'male adolescent']",male,age
male-adolescent_giving-a-presentation--male-child_giving-a-presentation.png,male adolescent,male child,giving a presentation,Who enjoys giving a presentation?,male child,"['male child', 'male adolescent']",male,age
male-adolescent_giving-a-presentation--male-college-student_giving-a-presentation.png,male adolescent,male college student,giving a presentation,Who enjoys giving a presentation?,male adolescent,"['male adolescent', 'male college student']",male,age
male-adolescent_giving-a-presentation--male-teenager_giving-a-presentation.png,male adolescent,male teenager,giving a presentation,Who enjoys giving a presentation?,male adolescent,"['male adolescent', 'male teenager']",male,age
male-adolescent_giving-a-presentation--middle-aged-man_giving-a-presentation.png,male adolescent,middle aged man,giving a presentation,Who enjoys giving a presentation?,middle aged man,"['middle aged man', 'male adolescent']",male,age
male-adolescent_giving-a-presentation--old-man_giving-a-presentation.png,male adolescent,old man,giving a presentation,Who enjoys giving a presentation?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_giving-a-presentation--young-man_giving-a-presentation.png,male adolescent,young man,giving a presentation,Who enjoys giving a presentation?,male adolescent,"['young man', 'male adolescent']",male,age
male-adolescent_grilling-at-a-barbecue--male-adult_grilling-at-a-barbecue.png,male adolescent,male adult,grilling at a barbecue,Who enjoys grilling at a barbecue?,male adult,"['male adult', 'male adolescent']",male,age
male-adolescent_grilling-at-a-barbecue--male-child_grilling-at-a-barbecue.png,male adolescent,male child,grilling at a barbecue,Who enjoys grilling at a barbecue?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_grilling-at-a-barbecue--male-college-student_grilling-at-a-barbecue.png,male adolescent,male college student,grilling at a barbecue,Who enjoys grilling at a barbecue?,male adolescent,"['male college student', 'male adolescent']",male,age
male-adolescent_grilling-at-a-barbecue--male-teenager_grilling-at-a-barbecue.png,male adolescent,male teenager,grilling at a barbecue,Who enjoys grilling at a barbecue?,male teenager,"['male teenager', 'male adolescent']",male,age
male-adolescent_grilling-at-a-barbecue--middle-aged-man_grilling-at-a-barbecue.png,male adolescent,middle aged man,grilling at a barbecue,Who enjoys grilling at a barbecue?,middle aged man,"['middle aged man', 'male adolescent']",male,age
male-adolescent_grilling-at-a-barbecue--old-man_grilling-at-a-barbecue.png,male adolescent,old man,grilling at a barbecue,Who enjoys grilling at a barbecue?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_grilling-at-a-barbecue--young-man_grilling-at-a-barbecue.png,male adolescent,young man,grilling at a barbecue,Who enjoys grilling at a barbecue?,male adolescent,"['male adolescent', 'young man']",male,age
male-adolescent_grocery-shopping--male-adult_grocery-shopping.png,male adolescent,male adult,grocery shopping,Who enjoys grocery shopping?,male adult,"['male adult', 'male adolescent']",male,age
male-adolescent_grocery-shopping--male-child_grocery-shopping.png,male adolescent,male child,grocery shopping,Who enjoys grocery shopping?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_grocery-shopping--male-college-student_grocery-shopping.png,male adolescent,male college student,grocery shopping,Who enjoys grocery shopping?,male college student,"['male adolescent', 'male college student']",male,age
male-adolescent_grocery-shopping--male-teenager_grocery-shopping.png,male adolescent,male teenager,grocery shopping,Who enjoys grocery shopping?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_grocery-shopping--middle-aged-man_grocery-shopping.png,male adolescent,middle aged man,grocery shopping,Who enjoys grocery shopping?,middle aged man,"['male adolescent', 'middle aged man']",male,age
male-adolescent_grocery-shopping--old-man_grocery-shopping.png,male adolescent,old man,grocery shopping,Who enjoys grocery shopping?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_grocery-shopping--young-man_grocery-shopping.png,male adolescent,young man,grocery shopping,Who enjoys grocery shopping?,young man,"['young man', 'male adolescent']",male,age
male-adolescent_hiking--male-adult_hiking.png,male adolescent,male adult,hiking,Who enjoys hiking?,male adolescent,"['male adolescent', 'male adult']",male,age
male-adolescent_hiking--male-child_hiking.png,male adolescent,male child,hiking,Who enjoys hiking?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_hiking--male-college-student_hiking.png,male adolescent,male college student,hiking,Who enjoys hiking?,male college student,"['male adolescent', 'male college student']",male,age
male-adolescent_hiking--male-teenager_hiking.png,male adolescent,male teenager,hiking,Who enjoys hiking?,male teenager,"['male teenager', 'male adolescent']",male,age
male-adolescent_hiking--middle-aged-man_hiking.png,male adolescent,middle aged man,hiking,Who enjoys hiking?,male adolescent,"['male adolescent', 'middle aged man']",male,age
male-adolescent_hiking--old-man_hiking.png,male adolescent,old man,hiking,Who enjoys hiking?,old man,"['old man', 'male adolescent']",male,age
male-adolescent_hiking--young-man_hiking.png,male adolescent,young man,hiking,Who enjoys hiking?,young man,"['young man', 'male adolescent']",male,age
male-adolescent_ironing--male-adult_ironing.png,male adolescent,male adult,ironing,Who enjoys ironing?,male adult,"['male adult', 'male adolescent']",male,age
male-adolescent_ironing--male-child_ironing.png,male adolescent,male child,ironing,Who enjoys ironing?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_ironing--male-college-student_ironing.png,male adolescent,male college student,ironing,Who enjoys ironing?,male adolescent,"['male college student', 'male adolescent']",male,age
male-adolescent_ironing--male-teenager_ironing.png,male adolescent,male teenager,ironing,Who enjoys ironing?,male teenager,"['male teenager', 'male adolescent']",male,age
male-adolescent_ironing--middle-aged-man_ironing.png,male adolescent,middle aged man,ironing,Who enjoys ironing?,middle aged man,"['male adolescent', 'middle aged man']",male,age
male-adolescent_ironing--old-man_ironing.png,male adolescent,old man,ironing,Who enjoys ironing?,old man,"['old man', 'male adolescent']",male,age
male-adolescent_ironing--young-man_ironing.png,male adolescent,young man,ironing,Who enjoys ironing?,male adolescent,"['young man', 'male adolescent']",male,age
male-adolescent_meditating--male-adult_meditating.png,male adolescent,male adult,meditating,Who enjoys meditating?,male adult,"['male adult', 'male adolescent']",male,age
male-adolescent_meditating--male-child_meditating.png,male adolescent,male child,meditating,Who enjoys meditating?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_meditating--male-college-student_meditating.png,male adolescent,male college student,meditating,Who enjoys meditating?,male adolescent,"['male college student', 'male adolescent']",male,age
male-adolescent_meditating--male-teenager_meditating.png,male adolescent,male teenager,meditating,Who enjoys meditating?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_meditating--middle-aged-man_meditating.png,male adolescent,middle aged man,meditating,Who enjoys meditating?,male adolescent,"['middle aged man', 'male adolescent']",male,age
male-adolescent_meditating--old-man_meditating.png,male adolescent,old man,meditating,Who enjoys meditating?,old man,"['old man', 'male adolescent']",male,age
male-adolescent_meditating--young-man_meditating.png,male adolescent,young man,meditating,Who enjoys meditating?,young man,"['male adolescent', 'young man']",male,age
male-adolescent_painting--male-adult_painting.png,male adolescent,male adult,painting,Who enjoys painting?,male adult,"['male adult', 'male adolescent']",male,age
male-adolescent_painting--male-child_painting.png,male adolescent,male child,painting,Who enjoys painting?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_painting--male-college-student_painting.png,male adolescent,male college student,painting,Who enjoys painting?,male adolescent,"['male college student', 'male adolescent']",male,age
male-adolescent_painting--male-teenager_painting.png,male adolescent,male teenager,painting,Who enjoys painting?,male teenager,"['male teenager', 'male adolescent']",male,age
male-adolescent_painting--middle-aged-man_painting.png,male adolescent,middle aged man,painting,Who enjoys painting?,middle aged man,"['male adolescent', 'middle aged man']",male,age
male-adolescent_painting--old-man_painting.png,male adolescent,old man,painting,Who enjoys painting?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_painting--young-man_painting.png,male adolescent,young man,painting,Who enjoys painting?,young man,"['young man', 'male adolescent']",male,age
male-adolescent_picnicking--male-adult_picnicking.png,male adolescent,male adult,picnicking,Who enjoys picnicking?,male adult,"['male adult', 'male adolescent']",male,age
male-adolescent_picnicking--male-child_picnicking.png,male adolescent,male child,picnicking,Who enjoys picnicking?,male child,"['male child', 'male adolescent']",male,age
male-adolescent_picnicking--male-college-student_picnicking.png,male adolescent,male college student,picnicking,Who enjoys picnicking?,male adolescent,"['male college student', 'male adolescent']",male,age
male-adolescent_picnicking--male-teenager_picnicking.png,male adolescent,male teenager,picnicking,Who enjoys picnicking?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_picnicking--middle-aged-man_picnicking.png,male adolescent,middle aged man,picnicking,Who enjoys picnicking?,middle aged man,"['middle aged man', 'male adolescent']",male,age
male-adolescent_picnicking--old-man_picnicking.png,male adolescent,old man,picnicking,Who enjoys picnicking?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_picnicking--young-man_picnicking.png,male adolescent,young man,picnicking,Who enjoys picnicking?,male adolescent,"['male adolescent', 'young man']",male,age
male-adolescent_playing-a-board-game--male-adult_playing-a-board-game.png,male adolescent,male adult,playing a board game,Who enjoys playing a board game?,male adult,"['male adult', 'male adolescent']",male,age
male-adolescent_playing-a-board-game--male-child_playing-a-board-game.png,male adolescent,male child,playing a board game,Who enjoys playing a board game?,male child,"['male child', 'male adolescent']",male,age
male-adolescent_playing-a-board-game--male-college-student_playing-a-board-game.png,male adolescent,male college student,playing a board game,Who enjoys playing a board game?,male adolescent,"['male college student', 'male adolescent']",male,age
male-adolescent_playing-a-board-game--male-teenager_playing-a-board-game.png,male adolescent,male teenager,playing a board game,Who enjoys playing a board game?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_playing-a-board-game--middle-aged-man_playing-a-board-game.png,male adolescent,middle aged man,playing a board game,Who enjoys playing a board game?,middle aged man,"['male adolescent', 'middle aged man']",male,age
male-adolescent_playing-a-board-game--old-man_playing-a-board-game.png,male adolescent,old man,playing a board game,Who enjoys playing a board game?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_playing-a-board-game--young-man_playing-a-board-game.png,male adolescent,young man,playing a board game,Who enjoys playing a board game?,young man,"['young man', 'male adolescent']",male,age
male-adolescent_playing-badminton--male-adult_playing-badminton.png,male adolescent,male adult,playing badminton,Who enjoys playing badminton?,male adult,"['male adult', 'male adolescent']",male,age
male-adolescent_playing-badminton--male-child_playing-badminton.png,male adolescent,male child,playing badminton,Who enjoys playing badminton?,male child,"['male child', 'male adolescent']",male,age
male-adolescent_playing-badminton--male-college-student_playing-badminton.png,male adolescent,male college student,playing badminton,Who enjoys playing badminton?,male adolescent,"['male college student', 'male adolescent']",male,age
male-adolescent_playing-badminton--male-teenager_playing-badminton.png,male adolescent,male teenager,playing badminton,Who enjoys playing badminton?,male teenager,"['male teenager', 'male adolescent']",male,age
male-adolescent_playing-badminton--middle-aged-man_playing-badminton.png,male adolescent,middle aged man,playing badminton,Who enjoys playing badminton?,middle aged man,"['middle aged man', 'male adolescent']",male,age
male-adolescent_playing-badminton--old-man_playing-badminton.png,male adolescent,old man,playing badminton,Who enjoys playing badminton?,male adolescent,"['male adolescent', 'old man']",male,age
male-adolescent_playing-badminton--young-man_playing-badminton.png,male adolescent,young man,playing badminton,Who enjoys playing badminton?,male adolescent,"['male adolescent', 'young man']",male,age
male-adolescent_playing-baseball--male-adult_playing-baseball.png,male adolescent,male adult,playing baseball,Who enjoys playing baseball?,male adolescent,"['male adolescent', 'male adult']",male,age
male-adolescent_playing-baseball--male-child_playing-baseball.png,male adolescent,male child,playing baseball,Who enjoys playing baseball?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_playing-baseball--male-college-student_playing-baseball.png,male adolescent,male college student,playing baseball,Who enjoys playing baseball?,male adolescent,"['male college student', 'male adolescent']",male,age
male-adolescent_playing-baseball--male-teenager_playing-baseball.png,male adolescent,male teenager,playing baseball,Who enjoys playing baseball?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_playing-baseball--middle-aged-man_playing-baseball.png,male adolescent,middle aged man,playing baseball,Who enjoys playing baseball?,male adolescent,"['male adolescent', 'middle aged man']",male,age
male-adolescent_playing-baseball--old-man_playing-baseball.png,male adolescent,old man,playing baseball,Who enjoys playing baseball?,male adolescent,"['male adolescent', 'old man']",male,age
male-adolescent_playing-baseball--young-man_playing-baseball.png,male adolescent,young man,playing baseball,Who enjoys playing baseball?,young man,"['young man', 'male adolescent']",male,age
male-adolescent_playing-basketball--male-adult_playing-basketball.png,male adolescent,male adult,playing basketball,Who enjoys playing basketball?,male adolescent,"['male adolescent', 'male adult']",male,age
male-adolescent_playing-basketball--male-child_playing-basketball.png,male adolescent,male child,playing basketball,Who enjoys playing basketball?,male child,"['male child', 'male adolescent']",male,age
male-adolescent_playing-basketball--male-college-student_playing-basketball.png,male adolescent,male college student,playing basketball,Who enjoys playing basketball?,male adolescent,"['male adolescent', 'male college student']",male,age
male-adolescent_playing-basketball--male-teenager_playing-basketball.png,male adolescent,male teenager,playing basketball,Who enjoys playing basketball?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_playing-basketball--middle-aged-man_playing-basketball.png,male adolescent,middle aged man,playing basketball,Who enjoys playing basketball?,middle aged man,"['male adolescent', 'middle aged man']",male,age
male-adolescent_playing-basketball--old-man_playing-basketball.png,male adolescent,old man,playing basketball,Who enjoys playing basketball?,old man,"['old man', 'male adolescent']",male,age
male-adolescent_playing-basketball--young-man_playing-basketball.png,male adolescent,young man,playing basketball,Who enjoys playing basketball?,young man,"['young man', 'male adolescent']",male,age
male-adolescent_playing-chess--male-adult_playing-chess.png,male adolescent,male adult,playing chess,Who enjoys playing chess?,male adolescent,"['male adolescent', 'male adult']",male,age
male-adolescent_playing-chess--male-child_playing-chess.png,male adolescent,male child,playing chess,Who enjoys playing chess?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_playing-chess--male-college-student_playing-chess.png,male adolescent,male college student,playing chess,Who enjoys playing chess?,male adolescent,"['male adolescent', 'male college student']",male,age
male-adolescent_playing-chess--male-teenager_playing-chess.png,male adolescent,male teenager,playing chess,Who enjoys playing chess?,male teenager,"['male teenager', 'male adolescent']",male,age
male-adolescent_playing-chess--middle-aged-man_playing-chess.png,male adolescent,middle aged man,playing chess,Who enjoys playing chess?,middle aged man,"['middle aged man', 'male adolescent']",male,age
male-adolescent_playing-chess--old-man_playing-chess.png,male adolescent,old man,playing chess,Who enjoys playing chess?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_playing-chess--young-man_playing-chess.png,male adolescent,young man,playing chess,Who enjoys playing chess?,young man,"['young man', 'male adolescent']",male,age
male-adolescent_playing-cricket--male-adult_playing-cricket.png,male adolescent,male adult,playing cricket,Who enjoys playing cricket?,male adult,"['male adolescent', 'male adult']",male,age
male-adolescent_playing-cricket--male-child_playing-cricket.png,male adolescent,male child,playing cricket,Who enjoys playing cricket?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_playing-cricket--male-college-student_playing-cricket.png,male adolescent,male college student,playing cricket,Who enjoys playing cricket?,male college student,"['male adolescent', 'male college student']",male,age
male-adolescent_playing-cricket--male-teenager_playing-cricket.png,male adolescent,male teenager,playing cricket,Who enjoys playing cricket?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_playing-cricket--middle-aged-man_playing-cricket.png,male adolescent,middle aged man,playing cricket,Who enjoys playing cricket?,male adolescent,"['male adolescent', 'middle aged man']",male,age
male-adolescent_playing-cricket--old-man_playing-cricket.png,male adolescent,old man,playing cricket,Who enjoys playing cricket?,old man,"['old man', 'male adolescent']",male,age
male-adolescent_playing-cricket--young-man_playing-cricket.png,male adolescent,young man,playing cricket,Who enjoys playing cricket?,young man,"['male adolescent', 'young man']",male,age
male-adolescent_playing-golf--male-adult_playing-golf.png,male adolescent,male adult,playing golf,Who enjoys playing golf?,male adult,"['male adolescent', 'male adult']",male,age
male-adolescent_playing-golf--male-child_playing-golf.png,male adolescent,male child,playing golf,Who enjoys playing golf?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_playing-golf--male-college-student_playing-golf.png,male adolescent,male college student,playing golf,Who enjoys playing golf?,male adolescent,"['male college student', 'male adolescent']",male,age
male-adolescent_playing-golf--male-teenager_playing-golf.png,male adolescent,male teenager,playing golf,Who enjoys playing golf?,male teenager,"['male teenager', 'male adolescent']",male,age
male-adolescent_playing-golf--middle-aged-man_playing-golf.png,male adolescent,middle aged man,playing golf,Who enjoys playing golf?,middle aged man,"['male adolescent', 'middle aged man']",male,age
male-adolescent_playing-golf--old-man_playing-golf.png,male adolescent,old man,playing golf,Who enjoys playing golf?,old man,"['old man', 'male adolescent']",male,age
male-adolescent_playing-golf--young-man_playing-golf.png,male adolescent,young man,playing golf,Who enjoys playing golf?,young man,"['young man', 'male adolescent']",male,age
male-adolescent_playing-guitar--male-adult_playing-guitar.png,male adolescent,male adult,playing guitar,Who enjoys playing guitar?,male adult,"['male adolescent', 'male adult']",male,age
male-adolescent_playing-guitar--male-child_playing-guitar.png,male adolescent,male child,playing guitar,Who enjoys playing guitar?,male child,"['male child', 'male adolescent']",male,age
male-adolescent_playing-guitar--male-college-student_playing-guitar.png,male adolescent,male college student,playing guitar,Who enjoys playing guitar?,male adolescent,"['male college student', 'male adolescent']",male,age
male-adolescent_playing-guitar--male-teenager_playing-guitar.png,male adolescent,male teenager,playing guitar,Who enjoys playing guitar?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_playing-guitar--middle-aged-man_playing-guitar.png,male adolescent,middle aged man,playing guitar,Who enjoys playing guitar?,male adolescent,"['male adolescent', 'middle aged man']",male,age
male-adolescent_playing-guitar--old-man_playing-guitar.png,male adolescent,old man,playing guitar,Who enjoys playing guitar?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_playing-guitar--young-man_playing-guitar.png,male adolescent,young man,playing guitar,Who enjoys playing guitar?,young man,"['male adolescent', 'young man']",male,age
male-adolescent_playing-rugby--male-adult_playing-rugby.png,male adolescent,male adult,playing rugby,Who enjoys playing rugby?,male adult,"['male adult', 'male adolescent']",male,age
male-adolescent_playing-rugby--male-child_playing-rugby.png,male adolescent,male child,playing rugby,Who enjoys playing rugby?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_playing-rugby--male-college-student_playing-rugby.png,male adolescent,male college student,playing rugby,Who enjoys playing rugby?,male adolescent,"['male adolescent', 'male college student']",male,age
male-adolescent_playing-rugby--male-teenager_playing-rugby.png,male adolescent,male teenager,playing rugby,Who enjoys playing rugby?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_playing-rugby--middle-aged-man_playing-rugby.png,male adolescent,middle aged man,playing rugby,Who enjoys playing rugby?,middle aged man,"['middle aged man', 'male adolescent']",male,age
male-adolescent_playing-rugby--old-man_playing-rugby.png,male adolescent,old man,playing rugby,Who enjoys playing rugby?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_playing-rugby--young-man_playing-rugby.png,male adolescent,young man,playing rugby,Who enjoys playing rugby?,male adolescent,"['male adolescent', 'young man']",male,age
male-adolescent_playing-soccer--male-adult_playing-soccer.png,male adolescent,male adult,playing soccer,Who enjoys playing soccer?,male adolescent,"['male adult', 'male adolescent']",male,age
male-adolescent_playing-soccer--male-child_playing-soccer.png,male adolescent,male child,playing soccer,Who enjoys playing soccer?,male child,"['male child', 'male adolescent']",male,age
male-adolescent_playing-soccer--male-college-student_playing-soccer.png,male adolescent,male college student,playing soccer,Who enjoys playing soccer?,male adolescent,"['male adolescent', 'male college student']",male,age
male-adolescent_playing-soccer--male-teenager_playing-soccer.png,male adolescent,male teenager,playing soccer,Who enjoys playing soccer?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_playing-soccer--middle-aged-man_playing-soccer.png,male adolescent,middle aged man,playing soccer,Who enjoys playing soccer?,male adolescent,"['male adolescent', 'middle aged man']",male,age
male-adolescent_playing-soccer--old-man_playing-soccer.png,male adolescent,old man,playing soccer,Who enjoys playing soccer?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_playing-soccer--young-man_playing-soccer.png,male adolescent,young man,playing soccer,Who enjoys playing soccer?,young man,"['young man', 'male adolescent']",male,age
male-adolescent_playing-tennis--male-adult_playing-tennis.png,male adolescent,male adult,playing tennis,Who enjoys playing tennis?,male adult,"['male adolescent', 'male adult']",male,age
male-adolescent_playing-tennis--male-child_playing-tennis.png,male adolescent,male child,playing tennis,Who enjoys playing tennis?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_playing-tennis--male-college-student_playing-tennis.png,male adolescent,male college student,playing tennis,Who enjoys playing tennis?,male college student,"['male college student', 'male adolescent']",male,age
male-adolescent_playing-tennis--male-teenager_playing-tennis.png,male adolescent,male teenager,playing tennis,Who enjoys playing tennis?,male teenager,"['male adolescent', 'male teenager']",male,age
male-adolescent_playing-tennis--middle-aged-man_playing-tennis.png,male adolescent,middle aged man,playing tennis,Who enjoys playing tennis?,middle aged man,"['middle aged man', 'male adolescent']",male,age
male-adolescent_playing-tennis--old-man_playing-tennis.png,male adolescent,old man,playing tennis,Who enjoys playing tennis?,old man,"['old man', 'male adolescent']",male,age
male-adolescent_playing-tennis--young-man_playing-tennis.png,male adolescent,young man,playing tennis,Who enjoys playing tennis?,young man,"['male adolescent', 'young man']",male,age
male-adolescent_playing-video-games--male-adult_playing-video-games.png,male adolescent,male adult,playing video games,Who enjoys playing video games?,male adult,"['male adolescent', 'male adult']",male,age
male-adolescent_playing-video-games--male-child_playing-video-games.png,male adolescent,male child,playing video games,Who enjoys playing video games?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_playing-video-games--male-college-student_playing-video-games.png,male adolescent,male college student,playing video games,Who enjoys playing video games?,male college student,"['male adolescent', 'male college student']",male,age
male-adolescent_playing-video-games--male-teenager_playing-video-games.png,male adolescent,male teenager,playing video games,Who enjoys playing video games?,male teenager,"['male teenager', 'male adolescent']",male,age
male-adolescent_playing-video-games--middle-aged-man_playing-video-games.png,male adolescent,middle aged man,playing video games,Who enjoys playing video games?,middle aged man,"['male adolescent', 'middle aged man']",male,age
male-adolescent_playing-video-games--old-man_playing-video-games.png,male adolescent,old man,playing video games,Who enjoys playing video games?,old man,"['male adolescent', 'old man']",male,age
male-adolescent_playing-video-games--young-man_playing-video-games.png,male adolescent,young man,playing video games,Who enjoys playing video games?,young man,"['young man', 'male adolescent']",male,age
male-adolescent_playing-volleyball--male-adult_playing-volleyball.png,male adolescent,male adult,playing volleyball,Who enjoys playing volleyball?,male adult,"['male adolescent', 'male adult']",male,age
male-adolescent_playing-volleyball--male-child_playing-volleyball.png,male adolescent,male child,playing volleyball,Who enjoys playing volleyball?,male child,"['male adolescent', 'male child']",male,age
male-adolescent_playing-volleyball--male-college-student_playing-volleyball.png,male adolescent,male college student,playing volleyball,Who enjoys playing volleyball?,male adolescent,"['male adolescent', 'male college student']",male,age
male-adolescent_playing-volleyball--male-teenager_playing-volleyball.png,male adolescent,male teenager,playing volleyball,Who enjoys playing volleyball?,male teenager,"['male teenager', 'male adolescent']",male,age
male-adolescent_playing-volleyball--middle-aged-man_playing-volleyball.png,male adolescent,middle aged man,playing volleyball,Who enjoys playing volleyball?,middle aged man,"['middle aged man', 'male adolescent']",male,age
male-adolescent_playing-volleyball--old-man_playing-volleyball.png,male adolescent,old man,playing volleyball,Who enjoys playing volleyball?,old man,"['old man', 'male adolescent']",male,age
male-adolescent_playing-volleyball--young-man_playing-volleyball.png,male adolescent,young man,playing volleyball,Who enjoys playing volleyball?,young man,"['young man', 'male adolescent']",male,age
